Base Cake,Truffle Type,Primary Flavor,Secondary Flavor,Color Group,Customer,1/2020,2/2020,3/2020,4/2020,5/2020,6/2020,7/2020,8/2020,9/2020,10/2020,11/2020,12/2020
Butter,Candy Outer,Spice,Passion Fruit,White,Zebrabar,2252.261437908497,2010.9477124183006,2010.9477124183006,2010.9477124183006,2010.9477124183006,2010.9477124183006,2252.261437908497,2010.9477124183006,2010.9477124183006,2010.9477124183006,2010.9477124183006,2010.9477124183006
Butter,Candy Outer,Spice,Whipped Cream,Amethyst,Zebrabar,104499.0512820513,93302.72435897436,93302.72435897436,104499.0512820513,93302.72435897436,93302.72435897436,104499.0512820513,93302.72435897436,93302.72435897436,104499.0512820513,93302.72435897436,93302.72435897436
Butter,Candy Outer,Spice,Whipped Cream,Burgundy,Slugworth,56.07911392405064,42.484177215189874,42.484177215189874,42.484177215189874,42.484177215189874,42.484177215189874,56.07911392405064,42.484177215189874,42.484177215189874,42.484177215189874,42.484177215189874,42.484177215189874
Butter,Candy Outer,Spice,Whipped Cream,White,Zebrabar,6928.380462724936,3665.809768637532,3665.809768637532,6928.380462724936,3665.809768637532,3665.809768637532,6928.380462724936,3665.809768637532,3665.809768637532,6928.380462724936,3665.809768637532,3665.809768637532
Butter,Candy Outer,Wild Cherry Cream,Apricot,Amethyst,Fickelgruber,207.39062500000003,132.94270833333334,207.39062500000003,132.94270833333334,207.39062500000003,132.94270833333334,207.39062500000003,132.94270833333334,207.39062500000003,132.94270833333334,207.39062500000003,132.94270833333334
Butter,Chocolate Outer,Cream Soda,Peppermint,Amethyst,Zebrabar,168764.57142857145,140637.14285714287,140637.14285714287,140637.14285714287,168764.57142857145,140637.14285714287,140637.14285714287,140637.14285714287,168764.57142857145,140637.14285714287,140637.14285714287,140637.14285714287
Butter,Chocolate Outer,Cream Soda,Peppermint,Burgundy,Dandy's Candies,5698.392857142857,3798.9285714285716,3798.9285714285716,5698.392857142857,3798.9285714285716,3798.9285714285716,5698.392857142857,3798.9285714285716,3798.9285714285716,5698.392857142857,3798.9285714285716,3798.9285714285716
Butter,Chocolate Outer,Horchata,Dill Pickle,Amethyst,Fickelgruber,141456.76315789475,90677.41228070176,90677.41228070176,90677.41228070176,141456.76315789475,90677.41228070176,90677.41228070176,90677.41228070176,141456.76315789475,90677.41228070176,90677.41228070176,90677.41228070176
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Amethyst,Dandy's Candies,46247.0,23123.5,23123.5,46247.0,23123.5,23123.5,46247.0,23123.5,23123.5,46247.0,23123.5,23123.5
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Black,Zebrabar,109.66666666666667,54.833333333333336,109.66666666666667,54.833333333333336,109.66666666666667,54.833333333333336,109.66666666666667,54.833333333333336,109.66666666666667,54.833333333333336,109.66666666666667,54.833333333333336
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Burgundy,Perk-a-Cola,808.2857142857143,538.8571428571429,538.8571428571429,808.2857142857143,538.8571428571429,538.8571428571429,808.2857142857143,538.8571428571429,538.8571428571429,808.2857142857143,538.8571428571429,538.8571428571429
Butter,Chocolate Outer,Kettle Corn,Black Cherry,Opal,Slugworth,9076.930817610064,8104.40251572327,9076.930817610064,8104.40251572327,9076.930817610064,8104.40251572327,9076.930817610064,8104.40251572327,9076.930817610064,8104.40251572327,9076.930817610064,8104.40251572327
Butter,Chocolate Outer,Kettle Corn,Black Cherry,White,Fickelgruber,3997.320261437909,3569.0359477124184,3569.0359477124184,3569.0359477124184,3569.0359477124184,3569.0359477124184,3997.320261437909,3569.0359477124184,3569.0359477124184,3569.0359477124184,3569.0359477124184,3569.0359477124184
Butter,Chocolate Outer,Lemon Bar,Wild Cherry Cream,Amethyst,Dandy's Candies,71138.51966292135,45601.61516853933,45601.61516853933,71138.51966292135,45601.61516853933,45601.61516853933,71138.51966292135,45601.61516853933,45601.61516853933,71138.51966292135,45601.61516853933,45601.61516853933
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Amethyst,Perk-a-Cola,123382.3262195122,79091.23475609756,79091.23475609756,79091.23475609756,79091.23475609756,79091.23475609756,123382.3262195122,79091.23475609756,79091.23475609756,79091.23475609756,79091.23475609756,79091.23475609756
Butter,Chocolate Outer,Orange Pineapple	P,Papaya,Burgundy,Perk-a-Cola,1604.1437908496732,1432.2712418300653,1432.2712418300653,1432.2712418300653,1432.2712418300653,1432.2712418300653,1604.1437908496732,1432.2712418300653,1432.2712418300653,1432.2712418300653,1432.2712418300653,1432.2712418300653
Butter,Chocolate Outer,Plum,Black Cherry,Amethyst,Fickelgruber,30221.5,15110.75,15110.75,30221.5,15110.75,15110.75,30221.5,15110.75,15110.75,30221.5,15110.75,15110.75
Butter,Chocolate Outer,Plum,Black Cherry,Opal,Fickelgruber,15244.632812500002,9772.200520833334,15244.632812500002,9772.200520833334,15244.632812500002,9772.200520833334,15244.632812500002,9772.200520833334,15244.632812500002,9772.200520833334,15244.632812500002,9772.200520833334
Butter,Chocolate Outer,Plum,Black Cherry,White,Perk-a-Cola,20527.754325259517,10861.245674740485,20527.754325259517,10861.245674740485,20527.754325259517,10861.245674740485,20527.754325259517,10861.245674740485,20527.754325259517,10861.245674740485,20527.754325259517,10861.245674740485
Butter,Chocolate Outer,Plum,Mango,Black,Slugworth,6763.539187227867,3578.592162554427,3578.592162554427,3578.592162554427,3578.592162554427,3578.592162554427,6763.539187227867,3578.592162554427,3578.592162554427,3578.592162554427,3578.592162554427,3578.592162554427
Butter,Jelly Filled,Orange,Cucumber,Amethyst,Slugworth,42876.375,21438.1875,21438.1875,42876.375,21438.1875,21438.1875,42876.375,21438.1875,21438.1875,42876.375,21438.1875,21438.1875
Butter,Jelly Filled,Orange,Cucumber,Burgundy,Dandy's Candies,29517.05442670537,15617.489114658927,15617.489114658927,15617.489114658927,15617.489114658927,15617.489114658927,29517.05442670537,15617.489114658927,15617.489114658927,15617.489114658927,15617.489114658927,15617.489114658927
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Citrine,Slugworth,494.57142857142856,329.7142857142857,329.7142857142857,494.57142857142856,329.7142857142857,329.7142857142857,494.57142857142856,329.7142857142857,329.7142857142857,494.57142857142856,329.7142857142857,329.7142857142857
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Rose,Perk-a-Cola,26081.56401384083,13799.769319492503,26081.56401384083,13799.769319492503,26081.56401384083,13799.769319492503,26081.56401384083,13799.769319492503,26081.56401384083,13799.769319492503,26081.56401384083,13799.769319492503
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Slate,Perk-a-Cola,916.3717948717949,818.1891025641025,818.1891025641025,916.3717948717949,818.1891025641025,818.1891025641025,916.3717948717949,818.1891025641025,818.1891025641025,916.3717948717949,818.1891025641025,818.1891025641025
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,Teal,Zebrabar,4130.294629898403,2185.3410740203194,2185.3410740203194,2185.3410740203194,2185.3410740203194,2185.3410740203194,4130.294629898403,2185.3410740203194,2185.3410740203194,2185.3410740203194,2185.3410740203194,2185.3410740203194
Cheese,Chocolate Outer,Butter Toffee,Egg Nog,White,Perk-a-Cola,2655.421052631579,1702.1929824561405,1702.1929824561405,1702.1929824561405,2655.421052631579,1702.1929824561405,1702.1929824561405,1702.1929824561405,2655.421052631579,1702.1929824561405,1702.1929824561405,1702.1929824561405
Cheese,Chocolate Outer,Lemon,Egg Nog,Rose,Slugworth,1253403.0130624091,663176.1973875181,663176.1973875181,663176.1973875181,663176.1973875181,663176.1973875181,1253403.0130624091,663176.1973875181,663176.1973875181,663176.1973875181,663176.1973875181,663176.1973875181
Cheese,Chocolate Outer,Lemon,Egg Nog,Teal,Dandy's Candies,895.9082278481012,678.7183544303797,678.7183544303797,678.7183544303797,678.7183544303797,678.7183544303797,895.9082278481012,678.7183544303797,678.7183544303797,678.7183544303797,678.7183544303797,678.7183544303797
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,Teal,Zebrabar,3532.1603773584907,1868.867924528302,1868.867924528302,1868.867924528302,1868.867924528302,1868.867924528302,3532.1603773584907,1868.867924528302,1868.867924528302,1868.867924528302,1868.867924528302,1868.867924528302
Chiffon,Chocolate Outer,Acai Berry,Egg Nog,White,Slugworth,2694.0,1347.0,1347.0,1347.0,1347.0,1347.0,2694.0,1347.0,1347.0,1347.0,1347.0,1347.0
Chiffon,Chocolate Outer,Apricot,Egg Nog,White,Dandy's Candies,96.59546925566345,86.24595469255664,86.24595469255664,86.24595469255664,96.59546925566345,86.24595469255664,86.24595469255664,86.24595469255664,96.59546925566345,86.24595469255664,86.24595469255664,86.24595469255664
Chiffon,Chocolate Outer,Birch Beer,Egg Nog,White,Slugworth,343.1394601542417,181.5552699228792,181.5552699228792,343.1394601542417,181.5552699228792,181.5552699228792,343.1394601542417,181.5552699228792,181.5552699228792,343.1394601542417,181.5552699228792,181.5552699228792
Chiffon,Chocolate Outer,Cherry Cream Spice,Egg Nog,White,Perk-a-Cola,19364.70552147239,10245.87593728698,10245.87593728698,10245.87593728698,19364.70552147239,10245.87593728698,10245.87593728698,10245.87593728698,19364.70552147239,10245.87593728698,10245.87593728698,10245.87593728698
Chiffon,Chocolate Outer,Creme de Menthe,Egg Nog,White,Zebrabar,59368.767779390415,31412.046444121916,31412.046444121916,31412.046444121916,31412.046444121916,31412.046444121916,59368.767779390415,31412.046444121916,31412.046444121916,31412.046444121916,31412.046444121916,31412.046444121916
Chiffon,Chocolate Outer,Fruit Punch,Egg Nog,White,Perk-a-Cola,3071.4691011235955,1968.8904494382023,1968.8904494382023,3071.4691011235955,1968.8904494382023,1968.8904494382023,3071.4691011235955,1968.8904494382023,1968.8904494382023,3071.4691011235955,1968.8904494382023,1968.8904494382023
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,Black,Zebrabar,102.38709677419354,85.32258064516128,85.32258064516128,85.32258064516128,85.32258064516128,85.32258064516128,102.38709677419354,85.32258064516128,85.32258064516128,85.32258064516128,85.32258064516128,85.32258064516128
Chiffon,Chocolate Outer,Ginger Ale,Egg Nog,White,Fickelgruber,21939.111111111113,14626.074074074075,14626.074074074075,14626.074074074075,21939.111111111113,14626.074074074075,14626.074074074075,14626.074074074075,21939.111111111113,14626.074074074075,14626.074074074075,14626.074074074075
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Black,Slugworth,23583.6,11791.8,11791.8,11791.8,23583.6,11791.8,11791.8,11791.8,23583.6,11791.8,11791.8,11791.8
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,Opal,Fickelgruber,16205.047619047618,13504.20634920635,13504.20634920635,13504.20634920635,16205.047619047618,13504.20634920635,13504.20634920635,13504.20634920635,16205.047619047618,13504.20634920635,13504.20634920635,13504.20634920635
Chiffon,Chocolate Outer,Grand Mariner,Egg Nog,White,Perk-a-Cola,83347.75862068967,63142.24137931035,83347.75862068967,63142.24137931035,83347.75862068967,63142.24137931035,83347.75862068967,63142.24137931035,83347.75862068967,63142.24137931035,83347.75862068967,63142.24137931035
Chiffon,Chocolate Outer,Grand Mariner,Pear,White,Slugworth,1158.125,579.0625,579.0625,1158.125,579.0625,579.0625,1158.125,579.0625,579.0625,1158.125,579.0625,579.0625
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,Opal,Slugworth,16347.42857142857,8173.714285714285,8173.714285714285,8173.714285714285,8173.714285714285,8173.714285714285,16347.42857142857,8173.714285714285,8173.714285714285,8173.714285714285,8173.714285714285,8173.714285714285
Chiffon,Chocolate Outer,Grand Mariner,Rock and Rye,White,Dandy's Candies,736.1797752808989,471.91011235955057,471.91011235955057,736.1797752808989,471.91011235955057,471.91011235955057,736.1797752808989,471.91011235955057,471.91011235955057,736.1797752808989,471.91011235955057,471.91011235955057
Chiffon,Chocolate Outer,Orange Brandy,Egg Nog,Teal,Dandy's Candies,2543.106741573034,1630.1966292134832,1630.1966292134832,2543.106741573034,1630.1966292134832,1630.1966292134832,2543.106741573034,1630.1966292134832,1630.1966292134832,2543.106741573034,1630.1966292134832,1630.1966292134832
Chiffon,Chocolate Outer,Pecan,Egg Nog,White,Perk-a-Cola,8808.576923076922,5872.384615384615,5872.384615384615,5872.384615384615,5872.384615384615,5872.384615384615,8808.576923076922,5872.384615384615,5872.384615384615,5872.384615384615,5872.384615384615,5872.384615384615
Chiffon,Chocolate Outer,Plum,Egg Nog,Black,Fickelgruber,3197.436893203884,2854.854368932039,2854.854368932039,2854.854368932039,3197.436893203884,2854.854368932039,2854.854368932039,2854.854368932039,3197.436893203884,2854.854368932039,2854.854368932039,2854.854368932039
Chiffon,Chocolate Outer,Plum,Egg Nog,Opal,Perk-a-Cola,1558.3101265822784,1180.5379746835442,1180.5379746835442,1180.5379746835442,1180.5379746835442,1180.5379746835442,1558.3101265822784,1180.5379746835442,1180.5379746835442,1180.5379746835442,1180.5379746835442,1180.5379746835442
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,Black,Perk-a-Cola,176.36477987421384,157.46855345911948,176.36477987421384,157.46855345911948,176.36477987421384,157.46855345911948,176.36477987421384,157.46855345911948,176.36477987421384,157.46855345911948,176.36477987421384,157.46855345911948
Chiffon,Chocolate Outer,Toasted Coconut,Egg Nog,White,Fickelgruber,61397.71428571428,30698.85714285714,30698.85714285714,30698.85714285714,30698.85714285714,30698.85714285714,61397.71428571428,30698.85714285714,30698.85714285714,30698.85714285714,30698.85714285714,30698.85714285714
Chiffon,Chocolate Outer,Watermelon,Egg Nog,Opal,Perk-a-Cola,2637.8993710691825,2355.267295597484,2637.8993710691825,2355.267295597484,2637.8993710691825,2355.267295597484,2637.8993710691825,2355.267295597484,2637.8993710691825,2355.267295597484,2637.8993710691825,2355.267295597484
Chiffon,Chocolate Outer,Watermelon,Egg Nog,White,Slugworth,215854.732946299,114208.85341074021,114208.85341074021,114208.85341074021,114208.85341074021,114208.85341074021,215854.732946299,114208.85341074021,114208.85341074021,114208.85341074021,114208.85341074021,114208.85341074021
Chiffon,Chocolate Outer,Wintergreen,Egg Nog,White,Zebrabar,18557.572327044025,16569.261006289307,18557.572327044025,16569.261006289307,18557.572327044025,16569.261006289307,18557.572327044025,16569.261006289307,18557.572327044025,16569.261006289307,18557.572327044025,16569.261006289307
Pound,Candy Outer,Vanilla,Tangerine,Black,Zebrabar,854.952380952381,712.4603174603175,712.4603174603175,712.4603174603175,854.952380952381,712.4603174603175,712.4603174603175,712.4603174603175,854.952380952381,712.4603174603175,712.4603174603175,712.4603174603175
Pound,Candy Outer,Vanilla,Tangerine,Opal,Fickelgruber,4723.49129172714,2499.201741654572,2499.201741654572,2499.201741654572,2499.201741654572,2499.201741654572,4723.49129172714,2499.201741654572,2499.201741654572,2499.201741654572,2499.201741654572,2499.201741654572
Pound,Candy Outer,Vanilla,Tangerine,White,Fickelgruber,10796.31640058055,5712.33671988389,5712.33671988389,5712.33671988389,5712.33671988389,5712.33671988389,10796.31640058055,5712.33671988389,5712.33671988389,5712.33671988389,5712.33671988389,5712.33671988389
Pound,Chocolate Outer,Bavarian Cream,Apple,Tiffany,Dandy's Candies,5892.189759036144,4463.780120481927,4463.780120481927,5892.189759036144,4463.780120481927,4463.780120481927,5892.189759036144,4463.780120481927,4463.780120481927,5892.189759036144,4463.780120481927,4463.780120481927
Pound,Chocolate Outer,Bavarian Cream,Black Currant,Tiffany,Dandy's Candies,16.423076923076923,14.663461538461538,14.663461538461538,16.423076923076923,14.663461538461538,14.663461538461538,16.423076923076923,14.663461538461538,14.663461538461538,16.423076923076923,14.663461538461538,14.663461538461538
Pound,Chocolate Outer,Bavarian Cream,Kiwi,Tiffany,Perk-a-Cola,3048.0,2540.0,2540.0,2540.0,2540.0,2540.0,3048.0,2540.0,2540.0,2540.0,2540.0,2540.0
Pound,Chocolate Outer,Bavarian Cream,Lemon,Tiffany,Zebrabar,5071.786163522012,4528.380503144654,5071.786163522012,4528.380503144654,5071.786163522012,4528.380503144654,5071.786163522012,4528.380503144654,5071.786163522012,4528.380503144654,5071.786163522012,4528.380503144654
Pound,Chocolate Outer,Bavarian Cream,Tangerine,Tiffany,Fickelgruber,247.0161812297735,220.55016181229774,220.55016181229774,220.55016181229774,247.0161812297735,220.55016181229774,220.55016181229774,220.55016181229774,247.0161812297735,220.55016181229774,220.55016181229774,220.55016181229774
Pound,Chocolate Outer,Black Licorice,Egg Nog,Opal,Perk-a-Cola,5907.667682926829,3786.966463414634,3786.966463414634,3786.966463414634,3786.966463414634,3786.966463414634,5907.667682926829,3786.966463414634,3786.966463414634,3786.966463414634,3786.966463414634,3786.966463414634
Pound,Chocolate Outer,Black Licorice,Egg Nog,White,Slugworth,2386.449438202247,1529.7752808988764,1529.7752808988764,2386.449438202247,1529.7752808988764,1529.7752808988764,2386.449438202247,1529.7752808988764,1529.7752808988764,2386.449438202247,1529.7752808988764,1529.7752808988764
Pound,Chocolate Outer,Caramel Cream,Apple,Opal,Fickelgruber,1462.0754716981132,773.5849056603774,773.5849056603774,773.5849056603774,773.5849056603774,773.5849056603774,1462.0754716981132,773.5849056603774,773.5849056603774,773.5849056603774,773.5849056603774,773.5849056603774
Pound,Chocolate Outer,Caramel Cream,Apple,White,Slugworth,579.7777777777778,289.8888888888889,579.7777777777778,289.8888888888889,579.7777777777778,289.8888888888889,579.7777777777778,289.8888888888889,579.7777777777778,289.8888888888889,579.7777777777778,289.8888888888889
Pound,Chocolate Outer,Caramel Cream,Black Currant,Opal,Perk-a-Cola,13121.345911949686,11715.487421383647,13121.345911949686,11715.487421383647,13121.345911949686,11715.487421383647,13121.345911949686,11715.487421383647,13121.345911949686,11715.487421383647,13121.345911949686,11715.487421383647
Pound,Chocolate Outer,Caramel Cream,Black Currant,White,Dandy's Candies,283.1538461538462,188.76923076923077,188.76923076923077,188.76923076923077,188.76923076923077,188.76923076923077,283.1538461538462,188.76923076923077,188.76923076923077,188.76923076923077,188.76923076923077,188.76923076923077
Pound,Chocolate Outer,Caramel Cream,Kiwi,Black,Zebrabar,205.28571428571428,102.64285714285714,102.64285714285714,102.64285714285714,102.64285714285714,102.64285714285714,205.28571428571428,102.64285714285714,102.64285714285714,102.64285714285714,102.64285714285714,102.64285714285714
Pound,Chocolate Outer,Caramel Cream,Kiwi,Opal,Perk-a-Cola,1254.4444444444443,627.2222222222222,1254.4444444444443,627.2222222222222,1254.4444444444443,627.2222222222222,1254.4444444444443,627.2222222222222,1254.4444444444443,627.2222222222222,1254.4444444444443,627.2222222222222
Pound,Chocolate Outer,Caramel Cream,Kiwi,White,Fickelgruber,3177.0,2647.5,2647.5,2647.5,2647.5,2647.5,3177.0,2647.5,2647.5,2647.5,2647.5,2647.5
Pound,Chocolate Outer,Caramel Cream,Lemon,Black,Dandy's Candies,529.03125,440.859375,440.859375,529.03125,440.859375,440.859375,529.03125,440.859375,440.859375,529.03125,440.859375,440.859375
Pound,Chocolate Outer,Caramel Cream,Lemon,Opal,Dandy's Candies,2242.4466019417478,2002.1844660194176,2002.1844660194176,2002.1844660194176,2242.4466019417478,2002.1844660194176,2002.1844660194176,2002.1844660194176,2242.4466019417478,2002.1844660194176,2002.1844660194176,2002.1844660194176
Pound,Chocolate Outer,Caramel Cream,Lemon,White,Dandy's Candies,15229.451612903224,12691.209677419354,12691.209677419354,12691.209677419354,12691.209677419354,12691.209677419354,15229.451612903224,12691.209677419354,12691.209677419354,12691.209677419354,12691.209677419354,12691.209677419354
Pound,Chocolate Outer,Cheesecake,Egg Nog,Black,Fickelgruber,3080.0322580645156,2566.6935483870966,2566.6935483870966,2566.6935483870966,2566.6935483870966,2566.6935483870966,3080.0322580645156,2566.6935483870966,2566.6935483870966,2566.6935483870966,2566.6935483870966,2566.6935483870966
Pound,Chocolate Outer,Cheesecake,Egg Nog,Opal,Fickelgruber,253848.90909090912,211540.7575757576,253848.90909090912,211540.7575757576,253848.90909090912,211540.7575757576,253848.90909090912,211540.7575757576,253848.90909090912,211540.7575757576,253848.90909090912,211540.7575757576
Pound,Chocolate Outer,Cheesecake,Egg Nog,Tiffany,Zebrabar,21601.383647798742,19286.94968553459,21601.383647798742,19286.94968553459,21601.383647798742,19286.94968553459,21601.383647798742,19286.94968553459,21601.383647798742,19286.94968553459,21601.383647798742,19286.94968553459
Pound,Chocolate Outer,Cheesecake,Egg Nog,White,Zebrabar,193984.2734375,124348.89322916667,193984.2734375,124348.89322916667,193984.2734375,124348.89322916667,193984.2734375,124348.89322916667,193984.2734375,124348.89322916667,193984.2734375,124348.89322916667
Pound,Chocolate Outer,Cheesecake,Hazelnut,Tiffany,Perk-a-Cola,1483.5,1236.25,1236.25,1483.5,1236.25,1236.25,1483.5,1236.25,1236.25,1483.5,1236.25,1236.25
Pound,Chocolate Outer,Cherry Cola,Egg Nog,Opal,Zebrabar,1677.5078125000002,1075.3255208333335,1677.5078125000002,1075.3255208333335,1677.5078125000002,1075.3255208333335,1677.5078125000002,1075.3255208333335,1677.5078125000002,1075.3255208333335,1677.5078125000002,1075.3255208333335
Pound,Chocolate Outer,Cherry Cola,Egg Nog,White,Dandy's Candies,9060.337370242214,4793.829296424452,9060.337370242214,4793.829296424452,9060.337370242214,4793.829296424452,9060.337370242214,4793.829296424452,9060.337370242214,4793.829296424452,9060.337370242214,4793.829296424452
Pound,Chocolate Outer,Coffee,Egg Nog,Opal,Zebrabar,6432.321799307958,3403.344867358708,6432.321799307958,3403.344867358708,6432.321799307958,3403.344867358708,6432.321799307958,3403.344867358708,6432.321799307958,3403.344867358708,6432.321799307958,3403.344867358708
Pound,Chocolate Outer,Coffee,Egg Nog,White,Dandy's Candies,101149.25,50574.625,50574.625,101149.25,50574.625,50574.625,101149.25,50574.625,50574.625,101149.25,50574.625,50574.625
Pound,Chocolate Outer,Irish Cream,Egg Nog,Opal,Fickelgruber,6984.389273356401,3695.444059976932,6984.389273356401,3695.444059976932,6984.389273356401,3695.444059976932,6984.389273356401,3695.444059976932,6984.389273356401,3695.444059976932,6984.389273356401,3695.444059976932
Pound,Chocolate Outer,Irish Cream,Egg Nog,White,Fickelgruber,9194.277108433735,6965.361445783132,6965.361445783132,9194.277108433735,6965.361445783132,6965.361445783132,9194.277108433735,6965.361445783132,6965.361445783132,9194.277108433735,6965.361445783132,6965.361445783132
Pound,Chocolate Outer,Lemon Custard,Egg Nog,Opal,Zebrabar,5222.5,2611.25,2611.25,5222.5,2611.25,2611.25,5222.5,2611.25,2611.25,5222.5,2611.25,2611.25
Pound,Chocolate Outer,Lemon Custard,Egg Nog,White,Dandy's Candies,2231.547169811321,1992.4528301886792,2231.547169811321,1992.4528301886792,2231.547169811321,1992.4528301886792,2231.547169811321,1992.4528301886792,2231.547169811321,1992.4528301886792,2231.547169811321,1992.4528301886792
Pound,Chocolate Outer,Mango,Butter Rum,Tiffany,Slugworth,12282.16265060241,9304.668674698794,9304.668674698794,12282.16265060241,9304.668674698794,9304.668674698794,12282.16265060241,9304.668674698794,9304.668674698794,12282.16265060241,9304.668674698794,9304.668674698794
Pound,Chocolate Outer,Mango,Egg Nog,Black,Slugworth,352.03883495145635,314.3203883495146,314.3203883495146,314.3203883495146,352.03883495145635,314.3203883495146,314.3203883495146,314.3203883495146,352.03883495145635,314.3203883495146,314.3203883495146,314.3203883495146
